Master Builder Academy,[0303eccc-899f-4906-a312-3982b48bd44e]
      ISBN0756666937,[The LEGO Book, Expanded and fully revised]
      ISBN0751362034,[LEGO Modellers: Fabulous Figures]
      ISBN0751362026,[LEGO Modellers: Animals]
      ISBN0241187567,[LEGO Ninjago: Build Your Own Adventure]
      ISBN0241187559,[LEGO Friends: Build Your Own Adventure]
      ISBN1465440097,[LEGO Star Wars: Small Scenes from a Big Galaxy]
      ISBN1465450459,[LEGO Star Wars: Build Your Own Adventure]
      ISBN1465450467,[LEGO City: Build Your Own Adventure]
      ISBN1465449671,[Star Wars: Chronicles of the Force]
      ISBN0241232481,[Ninjago Character Encyclopedia: Updated and Expanded]
      ISBN024119931X,[DC Super Heroes Character Encyclopedia ]
      ISBN1465453024,[365 Things to Do with LEGO Bricks]
      ISBN1465454004,[Nexo Knights: The Book of Knights]
      ISBN078944691X,[The Ultimate LEGO Book]
      ISBN0756672813,[LEGO Castle: Brickmaster]
      ISBN0756655196,[LEGO Pirates: Brickmaster]
      ISBN1405341696,[The LEGO Book]
      ISBN1405347473,[LEGO Star Wars: The Visual Dictionary]
      ISBN1405356235,[LEGO City: Brickmaster]
      ISBN0756663113,[LEGO Star Wars: Brickmaster]
      ISBN0756668530,[LEGO Atlantis: Brickmaster]
      ISBN1405345640,[Standing Small: A Celebration of 30 Years of the LEGO Minifigure]
      ISBN0756682576,[LEGO Harry Potter: Building the Magical World]
      ISBN0756682762,[LEGO Ninjago: Brickmaster]
      ISBN0756686970,[LEGO Star Wars: Character Encyclopedia]
      ISBN0756686067,[The LEGO Ideas Book]
      ISBN0756692571,[LEGO Harry Potter: Characters of the Magical World]
      ISBN0756697875,[LEGO Batman: Visual Dictionary]
      ISBN0756692555,[LEGO Ninjago: Fight the Power of the Snakes: Brickmaster]
   Page Street Publishing,[2135883e-90f5-4ab0-8ebd-88b14f178ccc]
      ISBN1624142818,[Awesome LEGO Creations with Bricks You Already Have]
   Skyhorse Publishing,[26c80469-c9ab-4e26-88bb-5f3ac1f91b61]
      ISBN1629146498,[Brick Flicks: A Comprehensive Guide to Making Your Own Stop-Motion LEGO Movies]
      ISBN1626361185,[A Million Little Bricks: The Unofficial Illustrated History of the LEGO Phenomenon]
      ISBN1626362122,[Extreme Bricks: Spectacular, Record-Breaking and Astounding LEGO Projects from Around the World]
      ISBN162914682X,[United States of LEGO: A Brick Tour of America]
      ISBN1634504798,[Bricksy: Unauthorized Underground Brick Street Art]
   Krause Publications,[2d5fa535-058b-4511-8bde-feb8aa560737]
      ISBN1440244820,[The Ultimate Guide to Collectible LEGO Sets]
      ISBN1440246998,[The Ultimate Guide to Collectible Minifigures]
   Barron&#39;s Educational Series,[2f8caefb-4ed7-4e69-a2b9-5178a59d31f5]
      ISBN1438004117,[Brick Wonders: Ancient, Natural and Modern Marvels in LEGO (US edition)]
      ISBN1438002491,[Brick City: Global Icons to Make from LEGO (US edition)]
      ISBN1438005180,[Brick Flicks: 60 Iconic Movie Scenes and Posters Made from LEGO (US edition)]
      ISBN143800530X,[Brick Vehicles: Amazing Air, Land, and Sea Machines to Build from LEGO (US edition)]
      ISBN143800754X,[Brick History: A Brick History of the World in LEGO (US Edition)]
      ISBN1438008805,[Brick Animals: 40 Clever &amp; Creative Ideas to Make from LEGO (US Edition)]
      ISBN1438008813,[Brick Cars: 40 Clever &amp; Creative Ideas to Make from LEGO (US Edition)]
   Arvo Brothers,[3877f5a0-040d-49ec-bf3d-73fd714d62b4]
      ISBN8460822737,[Alien Project]
      ISBN8461641884,[Kaneda&#39;s Bike]
   Square Fish,[3e1849b5-44dd-4295-b12d-fb993c3de3e5]
      ISBN1250031109,[Totally Cool Creations]
   No Starch Press,[421c515a-e628-4f1c-9dcc-9b5735e0a436]
      ISBN1593275870,[Incredible LEGO Technic]
      ISBN1593275862,[Beautiful LEGO 2]
      ISBN1593276001,[The LEGO MINDSTORMS EV3 Idea Book]
      ISBN1593275323,[The LEGO MINDSTORMS EV3 Discovery Book]
      ISBN1593275331,[The LEGO MINDSTORMS EV3 Laboratory]
      ISBN1593275684,[The Art of LEGO MINDSTORMS EV3 Programming]
      ISBN1593275889,[The Art of the Brick: A Life in LEGO]
      ISBN1593276109,[The LEGO Adventure Book, Vol. 3: Robots, Planes, Cities &amp; More!]
      ISBN1593276133,[The LEGO Architect]
      ISBN1593276508,[Medieval LEGO]
      ISBN1593276753,[Beautiful LEGO 3: Wild!]
      ISBN1593272774,[The LEGO Technic Idea Book: Simple Machines]
      ISBN1593273916,[The Cult of LEGO]
      ISBN1593272790,[The LEGO Technic Idea Book: Fantastic Contraptions]
      ISBN1593272782,[The LEGO Technic Idea Book: Wheeled Wonders]
      ISBN1593274343,[The Unofficial LEGO Technic Builder&#39;s Guide]
      ISBN1593274424,[The LEGO Adventure Book, Vol. 1: Cars, Castles, Dinosaurs &amp; More!]
      ISBN1593274416,[The Unofficial LEGO Builder&#39;s Guide 2nd edition]
      ISBN1593270062,[Getting Started with LEGO Trains]
      ISBN1593275137,[The LEGO Build-It Book, Vol. 2: Amazing Vehicles]
      ISBN1593275129,[The LEGO Adventure Book, Vol. 2: Spaceships, Pirates, Dragons &amp; More!]
      ISBN1593275080,[Beautiful LEGO]
      ISBN159327503X,[The LEGO Build-It Book, Vol. 1: Amazing Vehicles]
      ISBN1593274904,[The BrickGun Book]
      ISBN1593275218,[LEGO Space: Building the Future]
      ISBN1593275285,[Steampunk LEGO]
      ISBN1593275536,[The Art of LEGO Design]
      ISBN1593275714,[The LEGO Neighborhood Book: Build a LEGO Town!]
      ISBN159327615X,[The Art of LEGO Scale Modeling]
      ISBN1593276885,[The LEGO Power Functions Idea Book, Vol. 1: Machines and Mechanisms]
      ISBN1593276893,[The LEGO Power Functions Idea Book, Vol. 2: Cars and Contraptions]
      ISBN1593270542,[The Unofficial LEGO Builder&#39;s Guide 1st edition]
      ISBN1593271374,[Forbidden LEGO]
      ISBN1593274122,[LEGO Heavy Weapons]
      ISBN1593272847,[Badass LEGO Guns]
      ISBN1886411948,[Virtual LEGO: The Official LDraw.org guide to LDraw Tools for Windows]
      ISBN1593272189,[LEGO MINDSTORMS NXT-G Programming Guide]
      ISBN1593272111,[The LEGO MINDSTORMS NXT 2.0 Discovery Book]
      ISBN1593272162,[LEGO MINDSTORMS NXT Thinking Robots]
      ISBN1593271883,[LEGO MINDSTORMS NXT One-Kit Wonders]
      ISBN1593271700,[The LEGO Mindstorms NXT Zoo!]
      ISBN1593271549,[The Unofficial LEGO MINDSTORMS NXT Inventor&#39;s Guide]
      ISBN1593271506,[The LEGO MINDSTORMS NXT Idea Book: Design, Invent, and Build]
      ISBN1886411565,[Jin Sato&#39;s LEGO MINDSTORMS: The Master&#39;s Technique]
      ISBN1886411409,[Joe Nagata&#39;s LEGO Mindstorms Idea Book]
      ISBN1593277350,[Tiny LEGO Wonders: Build 42 Impressive Miniscale Models]
      ISBN1593277415,[The LEGO Animation Book: Make Your Own LEGO Movies!]
      ISBN1593277679,[Geeky LEGO Crafts: 21 Fun and Quirky Projects]
      ISBN1593277660,[The LEGO Christmas Ornaments Book: 15 Designs to Spread Holiday Cheer]
      ISBN1593277601,[Unofficial LEGO Technic Builder&#39;s Guide, 2nd Edition]
   CreateSpace,[4bc5191c-d0bf-41b3-9e3e-6fa7953aebc0]
      ISBN1497409144,[The 2013 LEGO Minifigure Catalog: 1st Edition]
      ISBN1497434254,[The Star Wars LEGO Minifigure Catalog: 3rd Edition]
      ISBN1497576644,[The 2012 LEGO Minifigure Catalog: 2nd Edition]
      ISBN1470108100,[The Star Wars LEGO Minifigure Catalog: 1st Edition]
      ISBN1470108070,[The Harry Potter LEGO Minifigure Catalog: 1st Edition]
      ISBN1463518978,[The Unofficial LEGO Minifigure Catalog: 1st Edition]
      ISBN1470108011,[The 2011 LEGO Minifigure Catalog: 1st Edition]
      ISBN1482529343,[The 2011 LEGO Minifigure Catalog: 2nd Edition]
      ISBN1482529106,[The Star Wars LEGO Minifigure Catalog: 2nd Edition]
      ISBN1482529319,[The 2012 LEGO Minifigure Catalog: 1st Edition]
      ISBN1511664487,[The 2014 LEGO Minifigure Catalog: 1st Edition]
      ISBN1511759011,[The Star Wars LEGO Minifigure Catalog: 4th Edition]
      ISBN1482528932,[The Unofficial LEGO Minifigure Catalog: 2nd Edition]
      ISBN1470113619,[The Complete LEGO Figure Catalog: 1st Edition]
      ISBN1468083996,[Brickdiction: A Seven Step Recovery Guide for People Addicted to LEGO]
      ISBN1481148281,[The Secret Life Of Plastic People]
      ISBN1530886848,[The Star Wars LEGO Minifigure Catalog: 5th Edition]
      ISBN1530840082,[The 2015 LEGO Minifigure Catalog: 1st Edition]
      ISBN1530919223,[The 2014 LEGO Minifigure Catalog: 2nd Edition]
   Random House,[589122c6-2a26-49a4-82d2-0ce9c0bd5d28]
      ISBN184794115X,[Brick by Brick: How LEGO Rewrote the Rules of Innovation and Conquered the Toy Industry]
   LOM Art,[5aec9c29-5fa7-4dd3-8199-43e2ab128e81]
      ISBN191055202X,[Just Brick it: Over 20 Projects for Adult Fans of LEGO]
   LEGO,[77344276-d715-4653-8c35-698e977800c6]
      3057,[Create &#39;N&#39; Race]
      3058,[Busy City]
      3059,[Mars Mission]
      4006,[Brick Tricks: Cool Cars]
      4007,[Brick Tricks: Fantastic Fliers]
      6000,[LEGOLAND Idea Book]
      697,[Building Ideas Book]
      7777,[Trains Ideas Book]
      8888,[Ideas Book]
      8889,[Ideas Book]
      8890,[Ideas Book]
      8891,[Designer&#39;s Manual]
      260,[Idea Book]
      221,[Idea Book No. 1]
      200,[Building Ideas Book]
      220,[Let&#39;s Play with LEGO]
      242,[Big Model Book]
      16197,[Thinking with LEGO]
      16221,[Thinking with LEGO / Rules]
      222,[Building Ideas Book]
      239,[The big LEGO book]
      241,[Idea book]
      225,[Building Ideas Book No. 2]
      226,[Building Ideas Book]
      250,[Building Ideas Book]
   Quarry,[7a65b13f-0d0e-483b-b9f5-aeb78cf1ec70]
      ISBN1631590790,[Birds from Bricks: Designs That Make LEGO Take Flight]
   Mitchell Beazley,[8290b080-cc46-4837-bd2e-c4763a55f710]
      ISBN1845339754,[Brick Flicks: 60 Cult Movie Scenes and Posters Made from LEGO]
      ISBN184533812X,[Brick City: LEGO for Grown-ups]
      ISBN1845338871,[Brick Wonders: Ancient, Natural and Modern Marvels in LEGO]
      ISBN1784720801,[Brick Wheels: Amazing Air, Land and Sea Machines to Build from LEGO]
   Heel-Verlag,[92d3b5c5-04e4-4775-a5d3-f47c9d73fcec]
      ISBN3868529268,[The Little Box of LEGO Projects]
      ISBN3898808874,[50 Years of the LEGO Brick]
      ISBN3868526587,[Build Your Own City: The Big Unofficial Lego Builders Book]
      ISBN386852777X,[LEGO Galaxy: Build Your Own Universe]
      ISBN3868527664,[Build Your Own LEGO Vehicles]
      ISBN3958431348,[LEGO Tips, Tricks and Building Techniques: The Big Unofficial LEGO Builders Book]
   Harry N. Abrams Inc.,[af434148-9194-427e-9e98-387f4a3e1505]
      ISBN0810923629,[The World of LEGO Toys]
   Conway,[bef4e2da-7a5e-428f-9981-2c5ddd7c7735]
      ISBN184486118X,[James May&#39;s LEGO House]
   Thunder Bay Press,[d0d218b6-1342-427c-896f-4ca9cf7aeaeb]
      ISBN1626867968,[The Greatest LEGO Builds of All Time]
   Remember When,[d5f675d7-5471-4a6a-b328-820447260818]
      ISBN1844681254,[Building a History: The LEGO Group]
   Fantasia Verlag GmbH,[eb3a2120-fc88-47e4-a58b-2b553d5cc065]
      ISBN393597664X,[LEGO Collector 2nd Edition]
      ISBN3935976526,[LEGO Collector 1st Edition]
      ISBN3935976534,[LEGO Collector 1st Edition Premium Edition]
   The History Press,[effdea45-8399-4b47-8ff1-0a491fa0d831]
      ISBN0750967579,[Brick History: Amazing Historical Scenes to Build from LEGO]
   Klutz,[f1e1bba5-677e-453f-989a-869d42093ccb]
      ISBN1591747694,[Crazy Action Contraptions]
      ISBN0545703301,[LEGO Chain Reactions]
      ISBN1570541574,[Crazy Action Contraptions: A LEGO Ideas Book]
   John Wiley &amp; Sons,[f6308ff4-e9e1-4a3f-b057-bb365bc7d3be]
      ISBN0470407026,[LEGO: A Love Story]
Star Wars,[1e80705d-428e-476c-909e-b00b0c4ebf32]
   Episode V,[0719cae4-ecdc-4837-a91c-febc0271ff83]
      75014,[Battle of Hoth]
      4479,[TIE Bomber]
      4483,[AT-AT]
      4500,[Rebel Snowspeeder]
      4502,[X-wing Fighter]
      4504,[Millennium Falcon]
      75054,[AT-AT]
      75049,[Snowspeeder]
      75137,[Carbon-Freezing Chamber]
      75138,[Hoth Attack]
      7119,[Twin-Pod Cloud Car]
      7130,[Snowspeeder]
      7144,[Slave I]
      6209,[Slave I]
      6212,[X-wing Fighter]
      7666,[Hoth Rebel Base]
      10178,[Motorised Walking AT-AT]
      8029,[Mini Snowspeeder]
      7749,[Echo Base]
      8084,[Snowtrooper Battle Pack]
      8083,[Rebel Trooper Battle Pack]
      8089,[Hoth Wampa Cave]
      8097,[Slave I]
      8129,[AT-AT Walker]
      20018,[AT-AT Walker]
      7879,[Hoth Echo Base]
      20019,[Slave I]
      10123,[Cloud City]
      CELEBVI,[Mini Slave I]
   Battlefront,[08c1dd08-0821-42e6-99c9-17984ebf33d1]
      75134,[Galactic Empire Battle Pack]
      75133,[Rebel Alliance Battle Pack]
   Miscellaneous,[0fa01834-09af-45e2-bfd8-f4b7e620051b]
      BOBAFETT1,[White Boba Fett minifig and Star Wars book]
      COMCON005,[Collectable Display Set 2]
      COMCON004,[Collectable Display Set 1]
      COMCON006,[Collectable Display Set 4]
      COMCON007,[Collectable Display Set 5]
      COMCON008,[Collectable Display Set 3]
      COMCON009,[Collectable Display Set 6]
      COMCON001,[Clone Wars (SDCC 2008 exclusive)]
      COMCON011,[Holo-Brick Archives (SDCC 2009 exclusive)]
      PROMOSW007,[Star Wars Miniland Figures (Toy Fair 2011 Collector&#39;s Party) ]
   Legends,[134615d2-6dc9-409d-80a4-f71581b94101]
      75089,[Geonosis Troopers]
      75079,[Shadow Troopers]
      75088,[Senate Commando Troopers]
      7664,[TIE Crawler]
      7667,[Imperial Dropship]
      7668,[Rebel Scout Speeder]
      7672,[Rogue Shadow]
      8087,[TIE Defender]
      7915,[Imperial V-wing Starfighter]
      10131,[TIE Fighter Collection]
   ,[25078262-e423-42cf-b55c-be27970ef8d1]
      75143,[A-Wing Starfighter]
   Promotional,[2f363087-0bd6-4cc7-b6f3-84396cc39514]
      YODA,[Yoda minifig, NY I Heart Torso]
      TRUXWING,[X-wing]
      TRUTIE,[TIE Fighter]
      TRUGHOST,[The Ghost micro-model]
      CELEB2015,[Tatooine Mini-build]
      TRUWOOKIEE,[Wookiee Gunship]
      SDCC2015,[Dagobah Mini Build]
      FANEXPO2015,[Tatooine Mini Build]
      TRUXWING,[Poe&#39;s X-wing Fighter]
      SW117PROMO,[Darth Vader (N&#252;rnberg Toy Fair 2005 Exclusive Figure)]
      TF05,[Toy Fair 2005 Star Wars V.I.P. Gala Set]
      PROMOSW003,[Luminara Unduli (International Toy Fair 2005 Exclusive Figure)]
      PROMOSW002,[Anakin Skywalker (International Toy Fair 2005 Exclusive Figure)]
   Episode II,[3f4570fd-967d-418b-8353-02b0b8d6bcbd]
      75015,[Corporate Alliance Tank Droid]
      75016,[Homing Spider Droid]
      75017,[Duel on Geonosis]
      75019,[AT-TE ]
      75021,[Republic Gunship]
      4478,[Geonosian Fighter]
      4481,[Hailfire Droid]
      4482,[AT-TE]
      5001709,[Clone Trooper Lieutenant]
      75085,[Hailfire Droid]
      7103,[Jedi Duel]
      7113,[Tusken Raider Encounter]
      7133,[Bounty Hunter Pursuit]
      7143,[Jedi Starfighter]
      7153,[Jango Fett&#39;s Slave I]
      7163,[Republic Gunship]
      75000,[Clone Troopers vs. Droidekas]
   The Force Awakens,[480cf6ad-f47a-436a-9b98-392b3d94b7f6]
      75099,[Rey&#39;s Speeder]
      75102,[Poe&#39;s X-wing Fighter]
      75103,[First Order Transporter]
      75104,[Kylo Ren&#39;s Command Shuttle]
      75105,[Millennium Falcon]
      75100,[First Order Snowspeeder]
      75101,[First Order Special Forces TIE Fighter]
      75131,[Resistance Trooper Battle Pack]
      75132,[First Order Battle Pack]
      75140,[Resistance Troop Transporter]
      5002948,[C-3PO]
      30276,[First Order Special Forces TIE Fighter]
      75139,[Battle on Takodana]
      30605,[Finn (FN-2187)]
      30278,[Poe&#39;s X-wing Fighter]
      75148,[Encounter on Jakku]
      30UNIQUE15,[Force Friday Commemorative Brick]
      30279,[Kylo Ren&#39;s Command Shuttle]
      5004406,[First Order General]
      30277,[First Order Star Destroyer]
      75149,[Resistance X-wing Fighter]
      30602,[First Order Stormtrooper]
   Seasonal,[60b7c244-fd09-4c86-aa3f-0deb8974f839]
      75023,[Star Wars Advent Calendar]
      75056,[Star Wars Advent Calendar]
      75097,[Star Wars Advent Calendar]
      75146,[Star Wars Advent Calendar]
      7958,[Star Wars Advent Calendar]
      9509,[Star Wars Advent Calendar]
      COMCON015,[Advent calendar (SDCC 2011 exclusive)]
   Buildable Figures,[65781c80-3d9f-4974-8a8d-7fba44641ae8]
      75110,[Luke Skywalker]
      75111,[Darth Vader]
      75107,[Jango Fett]
      75108,[Clone Commander Cody]
      75109,[Obi-Wan Kenobi]
      75112,[General Grievous]
      75113,[Rey]
      75114,[First Order Stormtrooper]
      75115,[Poe Dameron]
      75116,[Finn]
      75117,[Kylo Ren]
      75118,[Captain Phasma]
      75122,[{?}]
      75119,[{?}]
      75120,[{?}]
      75121,[{?}]
      75123,[{?}]
      75124,[{?}]
   Episode IV,[68debdad-4080-457a-b96e-6ca04b3bf750]
      COMCON024,[Luke Skywalker&#39;s Landspeeder - Mini - New York Comic-Con 2012 Exclusive]
      4477,[T-16 Skyhopper ]
      4501,[Mos Eisley Cantina]
      75034,[Death Star Troopers]
      75055,[Imperial Star Destroyer]
      75052,[Mos Eisley Cantina]
      75081,[T-16 Skyhopper]
      5002947,[Admiral Yularen]
      75136,[Droid Escape Pod]
      7106,[Droid Escape]
      7110,[Landspeeder]
      7140,[X-wing Fighter]
      7142,[X-wing Fighter]
      7146,[TIE Fighter]
      7150,[TIE Fighter &amp; Y-wing]
      7152,[TIE Fighter &amp; Y-wing]
      7190,[Millennium Falcon]
      7262,[TIE Fighter and Y-Wing]
      7263,[TIE Fighter]
      6211,[Imperial Star Destroyer]
      10144,[Sandcrawler]
      7658,[Y-wing Fighter]
      7659,[Imperial Landing Craft]
      8017,[Darth Vader&#39;s TIE Fighter]
      7778,[Midi-scale Millennium Falcon]
      10198,[Tantive IV]
      8092,[Luke&#39;s Landspeeder]
      8099,[Midi-Scale Imperial Star Destroyer]
      7965,[Millennium Falcon]
      9492,[TIE Fighter]
      9493,[X-wing Starfighter]
      9490,[Droid Escape]
      9495,[Gold Leader&#39;s Y-wing Starfighter]
   Product Collection,[69b59721-6837-4f8d-b6d2-250b0032fca0]
      66431,[Super Pack 3-in-1]
      66449,[Super Pack 3-in-1]
      65707,[Bonus/Value Pack]
      65828,[Bonus/Value Pack]
      65844,[Bonus/Value Pack]
      65845,[Bonus/Value Pack]
      66142,[Bonus/Value Pack]
      66150,[Bonus/Value Pack]
      66221,[Bonus/Value Pack]
      66456,[Star Wars Value Pack]
      66473,[LEGO Star Wars Super Pack]
      66479,[Value Pack]
      66512,[Rebels Co-Pack]
      66495,[Star Wars Value Pack]
      66514,[Microfighter Super Pack 3 in 1]
      66515,[Microfighter Super Pack 3 in 1]
      66536,[Luke Skywalker and Darth Vader]
